Image,Id,x,y,channels
0172a0826.jpg,w_89f521e,570,1050,3
0172cb96f.jpg,w_0ee9ae5,450,900,3
0173fc207.jpg,new_whale,589,884,3
01751644e.jpg,w_12e7c23,700,1050,3
0175e8d3f.jpg,w_d6283ba,600,900,3
01768ab81.jpg,new_whale,409,666,1
01793bd75.jpg,new_whale,310,640,3
0179e07f2.jpg,w_c8bbb43,595,1042,3
017b7d5e9.jpg,new_whale,449,1050,3
017bd9a69.jpg,w_191bce3,599,1050,3
017c8297e.jpg,new_whale,500,700,1
017f9cf06.jpg,new_whale,700,1050,3
018345b71.jpg,new_whale,700,1050,3
0183ee449.jpg,w_f793b1f,700,1050,3
0187bfdff.jpg,w_a491df7,657,2290,1
018953e38.jpg,new_whale,600,1050,3
018a44909.jpg,new_whale,445,840,1
018b81a56.jpg,w_0b1e4a6,600,1050,3
018e22952.jpg,w_e6450bc,475,832,3
01917b508.jpg,w_4846b27,581,1050,3
01919fc42.jpg,new_whale,572,1050,3
0197be7fd.jpg,w_2e374c0,600,1050,3
0198f6931.jpg,w_3e4b155,268,2644,1
019b53508.jpg,w_89f6097,700,1050,3
019e9a958.jpg,w_7e56d66,454,1050,3
01aa167a0.jpg,new_whale,465,947,3
01af1e5f9.jpg,new_whale,450,1050,3
01affda48.jpg,w_c875e45,323,1050,3
01b7e3f36.jpg,w_249346b,600,1050,1
01bf61268.jpg,new_whale,380,1050,3
01bfc5ce9.jpg,new_whale,750,1050,1
01c26d722.jpg,new_whale,450,1050,3
01c3bf950.jpg,new_whale,404,1050,3
01c602e06.jpg,w_dd88965,739,1050,3
01c75e4c0.jpg,new_whale,625,938,3
01c941173.jpg,new_whale,600,840,1
01c98f7c1.jpg,w_396c12b,464,1050,3
01c9fe65c.jpg,new_whale,590,885,3
01cd70a58.jpg,new_whale,450,699,1
01cd7a357.jpg,new_whale,543,1068,1
01cea07ff.jpg,new_whale,538,1014,1
01d122634.jpg,w_f0eddab,297,1752,1
01d89cbcf.jpg,new_whale,400,700,1
01d8fc465.jpg,new_whale,204,453,3
01dc06663.jpg,new_whale,500,700,1
01dcb420f.jpg,w_4f3cebf,600,1050,3
01dea185c.jpg,new_whale,273,963,3
01dfca144.jpg,w_a6df3a5,502,2745,1
01e2ca8ba.jpg,w_edce644,450,1050,3
01e44668c.jpg,new_whale,602,1050,3
01e4842aa.jpg,w_91b96c1,450,1050,3
01e58e831.jpg,w_d9a3c6e,700,1050,3
01e878aad.jpg,w_d0bfef3,600,1050,3
01ec3759e.jpg,new_whale,700,1050,3
01eee7676.jpg,new_whale,700,1050,3
01f58bda4.jpg,w_d4211d9,450,1050,3
01f5b5205.jpg,w_59052ad,255,1050,3
01f66ca26.jpg,new_whale,667,1000,3
01f6f8d04.jpg,w_0513962,447,1050,3
01f84aa6f.jpg,new_whale,425,1050,3
0202d2a08.jpg,new_whale,560,1050,3
0202dfb29.jpg,w_05b4b0c,257,503,3
0206722e5.jpg,w_5833b3d,455,889,3
020ab0f9b.jpg,w_e08506c,558,1050,3
02156d140.jpg,w_5bac7bb,701,1050,3
0215715b6.jpg,w_b5c90a5,700,1050,3
021a49e25.jpg,new_whale,664,996,3
021cf0d46.jpg,new_whale,600,1050,1
021d8cc07.jpg,new_whale,328,492,3
0222d7746.jpg,w_1ca9ab1,352,1050,3
0223b6a5c.jpg,new_whale,526,2700,1
022462179.jpg,new_whale,600,1050,1
0225391f4.jpg,w_8d0d921,362,1050,3
02270be38.jpg,new_whale,323,1050,3
02272f684.jpg,w_7e579dd,700,1050,3
0227a97f7.jpg,w_488865e,700,1050,3
022b803eb.jpg,w_1ca9ab1,600,1050,3
023349526.jpg,new_whale,200,1050,3
0234be323.jpg,w_8b8dca8,304,939,3
023b99fbe.jpg,w_f0fe284,305,641,3
023c3947f.jpg,w_f459442,694,1050,3
023dc5c36.jpg,w_0a155b9,383,1050,3
023f72c08.jpg,w_f0eddab,700,1050,3
0242534d4.jpg,new_whale,457,1050,3
024a7136d.jpg,w_e04d084,525,1050,3
02518df7d.jpg,new_whale,383,671,3
0253d946f.jpg,w_f6b8ccb,413,1050,3
025407c89.jpg,w_7038727,600,1050,3
02545618c.jpg,w_13250ab,275,1050,3
02564ae05.jpg,w_4214909,700,1050,3
02568e465.jpg,w_26e4f44,754,1050,3
025738f80.jpg,w_4c614f3,281,1050,3
02583af93.jpg,w_73282ec,700,1050,3
0258983a9.jpg,w_d6f0be4,700,1050,3
025c1eb28.jpg,w_cf31c86,345,1050,3
025d86fa4.jpg,w_2964e0b,700,1050,3
025ea05b4.jpg,w_90c9763,700,1050,3
0260984e4.jpg,w_c379d78,449,1050,3
026345181.jpg,w_2e4af64,700,1050,3
0264bd4b5.jpg,new_whale,700,1050,3
0268c74a5.jpg,new_whale,487,982,3
026cf2c73.jpg,w_1423c1f,701,1050,3
0270cd806.jpg,w_5065c2b,700,1800,1
02773908c.jpg,new_whale,450,700,1
027988cef.jpg,w_8507818,194,907,3
027af9390.jpg,w_1d0830e,700,1800,1
027ec5a1d.jpg,new_whale,564,1050,3
027f1594f.jpg,w_072f593,529,792,3
02810b9d1.jpg,new_whale,707,1050,3
028331a47.jpg,new_whale,245,1050,3
028bbb7af.jpg,w_0189b6d,405,1050,3
028c4bfde.jpg,w_ee2326a,146,257,3
028e0f415.jpg,w_f276da3,838,1050,3
028e9f24d.jpg,w_2b47174,450,1050,3
028f11c08.jpg,w_55e0064,700,1050,3
028f7081a.jpg,w_b70c09f,525,1050,3
02909535e.jpg,w_1ca9ab1,450,1050,3
02910a130.jpg,new_whale,486,1050,3
029449f85.jpg,w_ed1df50,700,1050,3
02a34f2bd.jpg,w_91037a7,347,1050,3
02a5af887.jpg,new_whale,750,1050,1
02a7e1f6c.jpg,w_c8d5ad5,562,1050,3
02af3a9d9.jpg,new_whale,600,1050,1
02b0efd14.jpg,new_whale,490,858,3
02b19e5f2.jpg,w_d72771c,506,1050,3
02b2550cb.jpg,w_b3196aa,216,1050,3
02b32cd35.jpg,w_fd9d727,297,694,3
02b4351c8.jpg,w_51e7506,337,1050,3
02bce1dd2.jpg,w_e47e686,408,1050,3
02bceb4f3.jpg,w_5f20f03,382,882,3
02bdec750.jpg,w_23a388d,551,1050,3
02be719b7.jpg,w_329c19c,346,1050,3
02beb151f.jpg,w_83869d3,171,357,3
02c0b227e.jpg,w_d405854,379,1050,3
02c389bcb.jpg,new_whale,772,1050,3
02c47bf28.jpg,w_2f5caa9,600,1050,1
02c8a71de.jpg,new_whale,600,1050,3
02ca9b585.jpg,new_whale,546,1050,3
02d191488.jpg,w_e42007e,525,1050,3
02d2a38ed.jpg,w_4ff2f4a,355,1050,3
02d30c6e4.jpg,w_10eece8,500,700,1
02d6d1623.jpg,new_whale,291,1050,3
02d79a2aa.jpg,w_b3cde16,322,1050,3
02d8c4c99.jpg,new_whale,405,630,1
02dc197e1.jpg,new_whale,700,1050,3
02deeee20.jpg,w_9573686,700,1050,3
02df5693e.jpg,new_whale,600,1050,3
02dfe3c04.jpg,new_whale,791,1050,3
02e548fa4.jpg,new_whale,700,1050,3
02e5c6e80.jpg,w_cda3971,380,1050,3
02e7b200c.jpg,w_0bd39c1,296,1050,3
02ec01c0d.jpg,new_whale,600,1050,1
02f250971.jpg,w_23a388d,600,1050,3
02f402c31.jpg,w_4175cb7,525,1050,3
02fa23b44.jpg,w_065ee1b,441,1050,3
02fafd711.jpg,w_3f7d5f5,591,1050,3
02fc410b6.jpg,new_whale,525,1050,3
02fcd7f7c.jpg,new_whale,450,1050,3
02fd77da4.jpg,w_715ceba,700,1050,3
02fe15b8b.jpg,w_c144f80,376,877,3
02fec85d6.jpg,new_whale,172,498,3
0301ca72f.jpg,w_025911c,700,1800,1
0304d1ea3.jpg,new_whale,525,1050,3
03056d2b8.jpg,w_bc677de,200,1050,3
030628f8b.jpg,w_8b1f4be,700,1050,3
0317a4ff9.jpg,new_whale,306,714,3
03197f2f8.jpg,w_f7d8d22,314,1050,3
031b230c7.jpg,new_whale,717,1050,3
031b653a2.jpg,w_760c469,397,1050,3
031b6c2c4.jpg,w_bc285a6,336,1050,3
031e19510.jpg,new_whale,500,699,1
031e2f2e0.jpg,w_0b1e4a6,284,1050,3
031e52425.jpg,w_814a1cc,728,1050,3
0323e79ed.jpg,w_89f521e,348,1050,3
03282d26c.jpg,w_ce4d993,584,879,3
032adbd21.jpg,new_whale,700,1050,3
032dbd3ae.jpg,new_whale,500,700,1
032dce04c.jpg,new_whale,457,1374,1
032fac6b9.jpg,new_whale,377,1050,3
03325fea5.jpg,w_65dadc8,414,1050,3
03339507c.jpg,w_b8a7ee7,700,1050,3
0334cf98b.jpg,w_9cc2c36,345,604,3
033734195.jpg,new_whale,819,1050,3
0338c2abc.jpg,new_whale,512,1023,3
03398a6cc.jpg,w_23e1d57,700,1050,3
033cf66cb.jpg,w_ce67c4c,637,1050,3
034176bf3.jpg,w_f8c22dc,411,1050,3
0341a18ba.jpg,w_3f22dc6,933,1050,3
0346bbbe9.jpg,w_dee1053,361,784,3
03471c92a.jpg,w_9af432a,712,1050,3
0347973a7.jpg,w_bb2c919,700,1050,3
034b31ef4.jpg,w_6c09f7f,396,1050,3
034e5fe12.jpg,w_cbb15d2,600,1050,3
035159746.jpg,w_ae53e45,487,1050,3
035558cb4.jpg,w_0cfdaa5,600,1050,3
03563996a.jpg,w_91cc02c,379,1050,3
0356860be.jpg,new_whale,362,1050,3
035917e70.jpg,w_d006897,584,879,3
035b5bdb8.jpg,w_8443156,754,1050,3
035cc12f2.jpg,w_edf43c1,725,1050,3
035ce8d51.jpg,new_whale,735,1500,1
035d683ef.jpg,new_whale,549,824,3
036ff6457.jpg,w_328e490,558,978,3
0370090ac.jpg,w_d240f68,450,1050,3
03736acc1.jpg,new_whale,700,1050,3
03776d685.jpg,w_0b398b2,700,1050,3
0378f59b5.jpg,new_whale,600,1050,1
037ce9282.jpg,w_f1d2902,747,1050,3
037d3d4f7.jpg,w_ec4299b,672,1008,3
037efd0e5.jpg,new_whale,450,1050,3
0385abcf6.jpg,new_whale,301,525,3
0387e6dd7.jpg,new_whale,700,1050,3
038b08ba9.jpg,w_78bfd01,510,893,3
038b50a77.jpg,w_31d1d50,700,1050,3
038b5f3f3.jpg,w_a32898d,698,1050,3
038c165c5.jpg,new_whale,500,700,1
038e52f8d.jpg,new_whale,667,1000,3
038f6e50f.jpg,new_whale,600,1050,1
038ffb4ad.jpg,w_dfbf100,500,700,1
03908edc8.jpg,w_8da30ad,345,1050,3
0392690b8.jpg,new_whale,701,1050,3
039533860.jpg,new_whale,600,1050,1
039739a4b.jpg,w_7e9ae57,591,1050,3
03976ceda.jpg,new_whale,496,868,3
039916998.jpg,new_whale,560,978,1
039bcc0f7.jpg,new_whale,449,1050,3
039fcf391.jpg,w_691f2f6,868,1050,3
03a224d12.jpg,w_5650932,591,1050,3
03a40c773.jpg,w_ac2df91,700,1050,3
03a5587fe.jpg,w_ac26398,701,1050,3
03acedeac.jpg,w_f70c302,228,640,3
03b0bd5dd.jpg,w_fa7cd91,564,1050,3
03b6593e9.jpg,w_23a388d,422,985,3
03b7870be.jpg,new_whale,500,700,1
03b82f755.jpg,new_whale,428,1050,3
03b9e3dea.jpg,new_whale,521,1042,3
03bb5b068.jpg,w_6c0cdb1,700,1050,3
03bb68e77.jpg,w_68c4ecf,600,1050,3
03be3723c.jpg,w_00b3dc2,450,1050,3
03bfcbcf4.jpg,w_62e16d6,700,1050,3
03c70fa51.jpg,new_whale,450,1050,3
03c7a583e.jpg,w_f2f7550,253,1050,3
03cd2ba51.jpg,new_whale,652,1000,3
03d0be3ab.jpg,w_4dac709,700,1050,3
03d41255d.jpg,new_whale,600,1050,3
03d494223.jpg,new_whale,440,1044,3
03d6acf15.jpg,new_whale,654,1050,3
03dcf5c8e.jpg,new_whale,500,700,1
03e23d88f.jpg,w_234713b,700,1800,1
03e3599f3.jpg,new_whale,525,1050,3
03e562e8f.jpg,new_whale,584,879,3
03ef29298.jpg,w_a87ec7e,701,1050,3
03ef35d6e.jpg,w_e0a42ad,771,1050,3
03efb0fdb.jpg,w_178144f,249,661,3
03f0758d8.jpg,new_whale,309,541,3
03f1f348e.jpg,w_d6907f5,725,1050,3
03f4675ff.jpg,new_whale,700,1050,3
03f49a3b3.jpg,new_whale,600,1050,1
03fa69c40.jpg,w_0e7ec27,401,700,1
040270cba.jpg,w_daeba33,767,1050,3
0402f7a49.jpg,w_b1461a9,423,1050,3
04066a98e.jpg,new_whale,600,1050,1
0407436a4.jpg,new_whale,415,1050,1
04094ac0b.jpg,w_68ed1f9,695,1050,3
0409c48d7.jpg,w_78e229f,288,504,3
040ce705a.jpg,new_whale,700,1050,3
040d790e5.jpg,w_302799d,450,1050,3
040da527c.jpg,w_564a34b,750,1050,3
04153ce6d.jpg,w_66e3287,700,1050,3
0415a291e.jpg,w_99af1a9,360,1050,3
041724be8.jpg,new_whale,600,1050,1
041c117be.jpg,w_4690940,488,854,3
041e3d502.jpg,new_whale,316,474,3
042870651.jpg,w_85b252c,600,900,3
042a3d0b3.jpg,w_a9304b9,700,1050,3
042c4e1a4.jpg,new_whale,808,1050,3
042caa5be.jpg,new_whale,700,1050,3
043029c07.jpg,w_66b4513,700,1050,3
0434082ad.jpg,new_whale,457,914,3
0434a290d.jpg,w_b4396ae,263,1050,3
0435d5d4b.jpg,w_fdc6e6d,387,1050,3
043a20d25.jpg,w_45e2fc0,700,1050,3
043b78dc6.jpg,w_23a388d,599,1050,3
04448a8ce.jpg,w_5e8e218,700,1050,3
044b2a2ae.jpg,w_8f4d879,772,1050,3
044df2889.jpg,w_c0f1e04,209,615,3
04505f712.jpg,w_d14059c,551,1050,3
04515138c.jpg,w_9f13096,616,1050,3
0455267bb.jpg,new_whale,407,1000,1
045793afd.jpg,new_whale,450,1050,3
04585916b.jpg,new_whale,525,2700,1
0458c300b.jpg,w_5e8e218,750,1050,3
0459eab3f.jpg,w_8799716,708,1608,1
045bbb167.jpg,new_whale,701,1050,3
045cd8ae8.jpg,w_cb9f118,699,1050,3
045cef3d0.jpg,new_whale,499,873,3
045db6357.jpg,w_b992a50,600,1050,3
04622e32d.jpg,w_8193215,366,732,3
046332912.jpg,w_778e474,700,1050,3
04638e01d.jpg,w_9eccb4c,247,1050,3
04653d8fc.jpg,w_5cf4727,390,1050,3
0469731bc.jpg,new_whale,525,1050,3
046e37901.jpg,w_f19aeb4,750,1050,3
04708836a.jpg,w_3bd976e,704,1050,3
047604b6c.jpg,new_whale,596,1044,3
04761acfb.jpg,new_whale,314,1050,3
0477794ee.jpg,new_whale,137,240,3
047c24ea6.jpg,w_8431ae8,247,1050,3
047ca0d72.jpg,w_1c2e409,476,951,3
047f23339.jpg,w_9b5109b,749,1050,3
047f3949c.jpg,new_whale,722,1050,3
04822fc4b.jpg,new_whale,500,700,1
048243c9a.jpg,new_whale,525,1050,3
0483452b5.jpg,w_a5e6557,374,1050,3
0485d51aa.jpg,w_dc662ea,652,1000,3
048606a80.jpg,new_whale,776,1050,3
0486d64df.jpg,new_whale,203,473,3
048762f18.jpg,new_whale,587,1027,3
048803f5b.jpg,w_d0475b2,345,787,3
0489c432d.jpg,new_whale,667,1001,3
048ab10a5.jpg,new_whale,600,1050,3
048bbca71.jpg,w_bbfce38,492,1024,3
048d0c59a.jpg,new_whale,489,709,1
04900b886.jpg,w_76d1f84,512,1050,3
04901bb01.jpg,new_whale,600,1050,3
049202dd2.jpg,w_b3ca4b7,443,1050,3
04931bb7a.jpg,new_whale,700,1050,3
0493ff477.jpg,new_whale,477,756,3
04966287f.jpg,w_40a6c9c,700,1050,3
049790c4a.jpg,new_whale,600,1050,3
0499ebf05.jpg,w_736cca3,525,1050,3
049bcf04f.jpg,w_61e4690,378,1050,3
049be1586.jpg,w_68311ed,231,1050,3
049c26660.jpg,new_whale,690,1000,1
049c91eea.jpg,w_f2075ef,450,900,3
049fa60f6.jpg,w_56d38d8,500,875,1
04a189b7f.jpg,new_whale,600,1050,1
04a20260c.jpg,new_whale,493,840,1
04a21e189.jpg,new_whale,691,1050,3
04a2d7b74.jpg,w_c875e45,376,1050,3
04a3745a0.jpg,w_888391a,216,1050,3
04a49dade.jpg,w_42b0064,560,840,3
04a74df45.jpg,w_f74a89e,600,1050,3
04a973240.jpg,w_11ff425,387,1050,3
04ab8f618.jpg,new_whale,157,366,3
04adf88e9.jpg,new_whale,365,1000,1
04ae2380d.jpg,w_76f4d0b,639,1050,3
04af29309.jpg,new_whale,525,1050,3
04b3ac13b.jpg,new_whale,847,1050,3
04b5a2d33.jpg,new_whale,600,1050,3
04b97cc6f.jpg,w_6e51c06,432,1050,3
04ba76e7a.jpg,new_whale,265,617,3
04bae2db7.jpg,new_whale,301,525,1
04c193d2d.jpg,w_bc7de9f,423,1050,3
04c254622.jpg,w_2df85e7,700,1050,3
04c72257b.jpg,w_96985c1,308,1050,3
04cb9134a.jpg,new_whale,522,1050,1
04cb9fe4e.jpg,w_99383ac,591,1050,3
04cbf7ba9.jpg,new_whale,598,1054,1
04ccad4df.jpg,w_6caff0f,700,1050,3
04ccea35b.jpg,w_53feb91,400,600,3
04d275a05.jpg,w_37d2f3a,412,1050,3
04d459352.jpg,w_cefd512,417,1050,3
04db9c5d8.jpg,new_whale,407,700,1
04e1e4c3a.jpg,w_c7a611a,700,1050,3
04e3e0baa.jpg,new_whale,500,700,1
04e4265ce.jpg,new_whale,527,1050,3
04e8520b6.jpg,new_whale,236,577,3
04e99f9d1.jpg,w_939423d,698,1050,3
04eb3829e.jpg,w_9748a78,333,1050,3
04eb43378.jpg,w_f74a89e,700,1050,3
04eec03fa.jpg,w_0135f5f,600,1050,3
04ef6e1d6.jpg,w_02d138d,700,1050,3
04f4a94e0.jpg,new_whale,450,1050,3
04f4e3b1b.jpg,new_whale,450,1050,3
04feb7ede.jpg,w_57abc0f,375,1050,3
05012a14f.jpg,w_18f9d19,344,1050,3
05081c5c8.jpg,w_b128587,629,1050,3
0508b88d1.jpg,new_whale,420,1050,3
050a06daf.jpg,new_whale,391,987,3
050a33d81.jpg,new_whale,653,980,3
050f6bcac.jpg,new_whale,511,895,3
0514e3099.jpg,w_3e34a5f,701,1050,3
051a9fba7.jpg,w_c25d2d1,700,1050,3
051c91d38.jpg,w_ac5aa34,700,1050,3
051ec255b.jpg,w_c0e2505,253,2363,1
051fd9a67.jpg,w_59052ad,450,1050,3
051fda3c9.jpg,new_whale,463,1050,3
052426f5a.jpg,w_b6ddd17,525,1050,3
053050f19.jpg,w_203042e,450,1050,3
0530b717d.jpg,w_902f8b0,600,1050,3
0537c274b.jpg,w_27b7295,287,1050,3
053e58e3a.jpg,w_714f89f,697,1050,3
05422a5f9.jpg,new_whale,555,883,3
0545f65f0.jpg,w_ba62b79,700,1050,3
0547760d4.jpg,w_4eb6bcc,592,888,3
05483b514.jpg,new_whale,601,1050,3
0548e7010.jpg,new_whale,600,1050,3
054903fdf.jpg,w_2d7c2dd,384,1050,3
0549da110.jpg,w_4ab3420,700,1050,3
054bb95c0.jpg,w_b938e96,630,1050,3
054df30ea.jpg,w_eae91de,654,981,3
0550c2e23.jpg,new_whale,629,943,3
05536ec4b.jpg,new_whale,600,1050,1
05550c64d.jpg,w_17c9df5,700,1050,3
05582437e.jpg,w_c2397a4,525,1050,3
0559d1986.jpg,w_5e8e218,450,1050,3
055c517dc.jpg,w_cac9bdb,304,1050,3
055c8ba66.jpg,new_whale,500,700,1
056472b40.jpg,w_01cbbbd,274,1050,3
05656dfcc.jpg,w_a059841,450,1050,3
0567bf644.jpg,w_45c3ea2,450,900,3
056b5e3d4.jpg,w_91f13fe,418,1050,3
056cd345d.jpg,w_bf41c21,517,703,3
0573f5df2.jpg,new_whale,703,1050,3
05755e2b6.jpg,new_whale,600,1050,3
0576b4452.jpg,w_fec331a,695,1050,3
057881bb1.jpg,new_whale,524,1022,1
057b3ac05.jpg,new_whale,600,1050,3
057b93fda.jpg,w_21bb5bd,700,1050,3
057bae8d4.jpg,w_c6a96e1,800,1050,3
057bfa93a.jpg,w_c27588a,244,1025,3
057cacebe.jpg,w_6823268,324,952,3
05814a957.jpg,new_whale,797,1050,3
0583589ed.jpg,w_5083a58,78,254,3
058868867.jpg,new_whale,753,1050,3
0589ce65b.jpg,w_b420d45,450,1050,3
0591cdb44.jpg,new_whale,400,700,1
0598630de.jpg,new_whale,600,1050,3
059e3cf5b.jpg,new_whale,217,1050,3
05a0ebd38.jpg,w_18934ab,393,1050,3
05a66c837.jpg,w_6b2a111,698,1050,3
05a967957.jpg,w_2a946f2,660,990,3
05ae4c2db.jpg,new_whale,500,700,1
05b7d6dfa.jpg,w_b5c3634,450,1050,3
05bb51f99.jpg,new_whale,600,899,3
05bc4b14e.jpg,new_whale,500,875,1
05bfc639d.jpg,new_whale,348,609,3
05c6af025.jpg,new_whale,752,992,3
